,songs,artists,uri,danceability,energy,loudness,speechiness,acousticness,instrumentalness,valence,tempo
1238,Pet Sematary - 2002 Remaster,Ramones,spotify:track:3nDCRsKhV3R53tNEBj4M1S,0.475,0.946,-6.484,0.0407,0.00364,0.000364,0.691,148.248
1239,Piano Man,Billy Joel,spotify:track:27Fnx28gzhfHybaVvE2ZY4,0.336,0.366,-13.484,0.0292,0.62,0.0,0.48,178.122
1240,Poison,Alice Cooper,spotify:track:5XcZRgJv3zMhTqCyESjQrF,0.28,0.908,-5.509,0.109,0.0327,8.85e-06,0.26,118.698
1241,Rainbow In The Dark,Dio,spotify:track:5qFxuUIAwJlzO60vqOiL7y,0.508,0.912,-8.049,0.0368,7.06e-05,0.403,0.682,117.582
1242,Rock And Roll All Nite,KISS,spotify:track:6KTv0Z8BmVqM7DPxbGzpVC,0.654,0.929,-5.906,0.0998,0.0468,0.0,0.902,144.774
1243,Rock You Like a Hurricane,Scorpions,spotify:track:7bRAfjkvqFw2koYKswugoA,0.461,0.784,-6.733,0.0452,0.00294,3.37e-05,0.634,125.598
1244,Roxanne - Remastered 2003,The Police,spotify:track:3FmAUR4SPWa3P1KyDf21Fu,0.618,0.748,-8.905,0.361,0.0384,4.1e-06,0.662,134.001
1245,Send Me An Angel,Scorpions,spotify:track:4rBgm0zIGwwAhuUibPehy2,0.231,0.43,-11.601,0.0301,0.448,0.00141,0.155,104.668
1246,Selling My Soul,Black Sabbath,spotify:track:1nICrSEk0Pl00J5cGbprLA,0.538,0.71,-8.26,0.0304,2.24e-05,0.00148,0.564,119.914
1247,The Show Must Go On - Remastered 2011,Queen,spotify:track:5n6RDaGFSN88oRWuGtYAIN,0.426,0.687,-6.926,0.0329,0.409,0.0,0.189,84.141
1248,Since I've Been Loving You - Remaster,Led Zeppelin,spotify:track:5B3Zj2prDQT1VrYxXCzQg3,0.393,0.364,-10.945,0.0345,0.0021,0.0703,0.308,118.566
1249,Smells Like Teen Spirit,Nirvana,spotify:track:3oTlkzk1OtrhH8wBAduVEi,0.485,0.863,-9.027,0.0495,1.22e-05,0.0162,0.767,116.835
1250,Smoke On The Water - Remastered 2012,Deep Purple,spotify:track:5MMnwYs0hIxkENRsbkWJ2G,0.598,0.676,-9.211,0.0279,0.13,0.225,0.805,114.169
1251,So Lonely - Remastered 2003,The Police,spotify:track:3awlW6flEG4juGnGCduWw9,0.541,0.571,-8.308,0.16,0.0123,1.55e-06,0.73,77.335
1252,Soldier of Fortune,Deep Purple,spotify:track:7uRcUUmZpU4YVZFNVZnyXd,0.456,0.395,-10.129,0.0293,0.359,0.000173,0.243,132.611
1253,Stairway to Heaven - 1990 Remaster,Led Zeppelin,spotify:track:51pQ7vY7WXzxskwloaeqyj,0.346,0.335,-12.453,0.0339,0.575,0.00674,0.213,84.204
1254,Stand Up And Shout,Dio,spotify:track:2aAh0EYCeXyMARmtl6A3yB,0.508,0.928,-10.867,0.0867,0.000988,0.649,0.362,109.362
1255,Start Me Up - 2009 Re-Mastered Digital Version,The Rolling Stones,spotify:track:6ml6iL8HUdQKgtMaehAZc8,0.631,0.932,-4.142,0.0354,0.0436,0.137,0.971,122.429
1256,Sultans Of Swing,Dire Straits,spotify:track:3LTMnFa0hhwisyq6ILahyj,0.731,0.797,-9.992,0.0309,0.0771,0.0248,0.933,148.192
1257,Sunshine Of Your Love,Cream,spotify:track:03Z8RmEoNzAbmxTM59m336,0.683,0.594,-8.289,0.0347,0.385,8.61e-05,0.734,115.099
1258,Sweet Child O' Mine,Guns N' Roses,spotify:track:7o2CTH4ctstm8TNelqjb51,0.454,0.91,-7.766,0.0448,0.0866,0.0996,0.629,125.116
1260,Sympathy For The Devil,The Rolling Stones,spotify:track:4sFbojhVXQv7dBC9PVCcRn,0.566,0.673,-10.814,0.306,0.565,1.13e-06,0.583,114.385
1261,T.N.T.,AC/DC,spotify:track:7LRMbd3LEoV5wZJvXT1Lwb,0.754,0.759,-5.218,0.302,0.153,0.000108,0.435,126.366
1262,Thunderstruck,AC/DC,spotify:track:57bgtoPSgt236HzfBOd8kj,0.502,0.89,-5.175,0.0364,0.000147,0.0117,0.259,133.52
1263,The Trooper - 1998 Remastered Version,Iron Maiden,spotify:track:2pxAohyJptQWTQ5ZRWYijN,0.286,0.856,-6.777,0.0585,0.0238,0.0542,0.696,162.12
1264,Voodoo - 2001 Remaster,Black Sabbath,spotify:track:6pgmZh1ZOFtBvXYfznLW3U,0.513,0.674,-13.326,0.0271,0.0225,0.159,0.687,101.619
1265,War Pigs,Black Sabbath,spotify:track:6BUhl6rrIIqUJgJP4QjJP7,0.464,0.612,-12.019,0.0591,0.116,0.00559,0.496,91.499
1266,We Rock,Dio,spotify:track:6qxi41lmbH35MT29bqlL4k,0.327,0.873,-10.779,0.0514,4.99e-06,0.0172,0.48,153.012
1267,We Will Rock You - Remastered,Queen,spotify:track:4pbJqGIASGPr0ZpGpnWkDn,0.692,0.497,-7.316,0.119,0.676,0.0,0.475,81.308
1268,When A Blind Man Cries - Non Album B-Side;2012 - Remaster,Deep Purple,spotify:track:0JtcFIgrkSagrM5JdFakeO,0.52,0.274,-10.661,0.0363,0.843,0.0165,0.222,64.21
1269,Whole Lotta Love - 1990 Remaster,Led Zeppelin,spotify:track:0hCB0YR03f6AmQaHbwWDe8,0.412,0.902,-11.6,0.405,0.0484,0.131,0.422,89.74
1270,Wind Of Change,Scorpions,spotify:track:6wjSNO6uJYlgbbfauyWhiw,0.453,0.543,-10.106,0.0366,0.297,0.0,0.282,151.362
1271,Wish You Were Here,Pink Floyd,spotify:track:6mFkJmJqdDVQ1REhVfGgd1,0.481,0.262,-15.73,0.0414,0.735,0.0114,0.375,122.883
1272,You Give Love A Bad Name,Bon Jovi,spotify:track:3U7H63zKWLjOuFZJUmTowp,0.559,0.825,-10.725,0.0401,0.0771,0.0,0.805,122.821
1273,All My Love - 1990 Remaster,Led Zeppelin,spotify:track:6lrh9jZ1xoMwoErgPSj2rY,0.599,0.744,-8.72,0.0316,0.131,0.00275,0.723,91.259
1274,Bad To The Bone,George Thorogood & The Destroyers,spotify:track:6oMQiqmcVGYm0OfMwNh7rI,0.334,0.901,-4.21,0.0899,0.00227,0.0192,0.694,148.801
1275,Black Magic Woman,Santana,spotify:track:3i6pEhWMcPCTiWBzQW2N8Q,0.477,0.535,-12.285,0.0438,0.627,0.141,0.505,124.123
1276,Cherry Pie,Warrant,spotify:track:7LygtNjQ65PSdzVjUnHXQb,0.472,0.946,-4.591,0.145,0.0372,0.0,0.486,177.489
1277,Come Together,Aerosmith,spotify:track:7Jcqhw56jfGOaysh2GVapB,0.418,0.7,-6.488,0.0291,0.0332,0.000127,0.593,171.918
1278,Crazy,Aerosmith,spotify:track:2cBGl1Ehr1D9xbqNmraqb4,0.354,0.864,-3.878,0.0386,0.094,0.0,0.436,162.252
1279,Cryin',Aerosmith,spotify:track:6XIQe8CyDYFHN0iCjfRIuj,0.451,0.828,-3.904,0.0328,0.000197,0.0128,0.498,105.882
1280,Dreamer,Ozzy Osbourne,spotify:track:1edCFSAq1uhb8WOBvSvVJr,0.474,0.643,-6.879,0.0259,0.0459,1.07e-05,0.268,79.461
1281,Hurt,Johnny Cash,spotify:track:1med9ijNdCwxnyS8vBpfhR,0.536,0.4,-7.717,0.0263,0.666,0.000906,0.146,90.32
1282,I Wanna Rock (Remastered Album Version),Twisted Sister,spotify:track:7zLC4HAY11GvvKsZHNrkAp,0.588,0.731,-8.299,0.0398,0.016,0.184,0.606,106.177
1283,It's My Life,Bon Jovi,spotify:track:1zOaxkbS1kAY1gIi0g8sOm,0.551,0.913,-4.063,0.0466,0.0263,1.35e-05,0.544,119.992
1284,Living After Midnight,Judas Priest,spotify:track:7ddn2swf3epWYsTFKu4Lvx,0.61,0.824,-6.046,0.0534,0.0136,1.75e-06,0.819,134.992
1285,Losing My Religion,R.E.M.,spotify:track:74EV0g12ihUoOUXMprFpZB,0.672,0.841,-5.992,0.0285,0.0767,0.0,0.82,125.437
1286,More Than Words,Extreme,spotify:track:4npgZHPUKjWn6ipv6wl66Q,0.623,0.127,-14.935,0.0306,0.452,0.0,0.237,91.625
1287,N.I.B.,Black Sabbath,spotify:track:5ADJhKCZQzoBlmYSIEwq8P,0.447,0.585,-8.058,0.0642,0.185,1.78e-05,0.404,104.471
1288,Otherside,Red Hot Chili Peppers,spotify:track:64BbK9SFKH2jk86U3dGj2P,0.458,0.795,-3.265,0.0574,0.00316,0.000202,0.513,123.229
1289,Paradise City,Guns N' Roses,spotify:track:2pDPnlF496mf3EBwrTCHN2,0.273,0.953,-8.76,0.0768,0.0146,0.0173,0.445,100.26
1290,Patience,Guns N' Roses,spotify:track:3dDqIf7HF0Ga1tEFXmYzUs,0.456,0.264,-14.519,0.0314,0.724,0.000129,0.346,120.409
1291,Rock and Roll - 1990 Remaster,Led Zeppelin,spotify:track:3w2GGz0HjIu9OcWXINRFJR,0.327,0.895,-7.428,0.0367,0.000564,0.0159,0.898,169.39
1292,Shoot to Thrill,AC/DC,spotify:track:0C80GCp0mMuBzLf3EAXqxv,0.457,0.904,-5.303,0.0747,0.000239,0.0879,0.48,141.038
1293,Snow (Hey Oh),Red Hot Chili Peppers,spotify:track:2aibwv5hGXSgw7Yru8IYTO,0.427,0.9,-3.674,0.0499,0.116,1.75e-05,0.599,104.655
1294,Under The Bridge,Red Hot Chili Peppers,spotify:track:7C3fJ1q01IQ137IQTRwmVZ,0.475,0.401,-11.672,0.0515,0.0285,5.8e-05,0.475,84.742
1295,Walk This Way,Aerosmith,spotify:track:2vX5WL7s6UdeQyweZEx7PP,0.629,0.785,-10.761,0.0471,0.0249,9.45e-06,0.869,108.531
1296,Zombie,The Cranberries,spotify:track:6xy6jNeNTYwjnKTDzMyHw2,0.309,0.649,-8.994,0.035,0.0158,0.00595,0.313,166.915
1297,Here I Go Again - 2011 Remaster,Whitesnake,spotify:track:567EwOGPAXg7Y9DQZTEFEE,0.234,0.75,-7.034,0.0738,0.369,0.000805,0.316,173.82
1298,Knockin' On Heaven's Door,Guns N' Roses,spotify:track:32V8SrHZnYzZu7V47L2jgK,0.486,0.744,-7.176,0.0404,0.0204,0.00298,0.362,132.446
1299,Kickstart My Heart,Mötley Crüe,spotify:track:7GonnnalI2s19OCQO1J7Tf,0.359,0.981,-3.622,0.303,0.00125,0.00236,0.271,178.98
1300,Balls to the Wall,Accept,spotify:track:2dbOYFfS7r7NAzquRvji9A,0.544,0.739,-7.383,0.0517,0.00392,0.000143,0.328,118.287
1301,Heaven And Hell,Black Sabbath,spotify:track:6O6mF9dYWqJrvS6eWs5iIp,0.346,0.576,-11.495,0.0286,0.0156,0.0945,0.308,93.174
1302,Hey You - 2011 Remastered Version,Pink Floyd,spotify:track:6k48aZhCBak9GuabdbI9zd,0.588,0.301,-14.979,0.0294,0.221,0.00236,0.19,112.458
1303,High Hopes - 2011 Remastered Version,Pink Floyd,spotify:track:0NZOqx3KoON7NCVfnDxRE9,0.52,0.411,-12.536,0.025,0.202,0.153,0.28,75.235
1304,I Just Want You,Ozzy Osbourne,spotify:track:1anIy4FRJbu7N8ASed1bcE,0.252,0.915,-5.967,0.0574,0.000595,5.4e-05,0.428,171.142
1305,Let Me Hear You Scream,Ozzy Osbourne,spotify:track:5tQ4YPdDsPx0NlzrXkPro3,0.505,0.983,-1.795,0.0968,0.000415,0.0,0.299,130.006
1306,Moby Dick,Led Zeppelin,spotify:track:0h2gzJQBt6duqZD6kWiz4s,0.492,0.446,-17.181,0.064,0.025,0.874,0.356,112.818
1307,Ramble On - 1990 Remaster,Led Zeppelin,spotify:track:3MODES4TNtygekLl146Dxd,0.468,0.607,-11.367,0.0336,0.072,0.000852,0.886,98.429
1308,Roxanne,The Police,spotify:track:2NMgVh5qaPprKTEzFe3501,0.611,0.683,-9.872,0.426,0.0535,4.23e-06,0.65,133.149
1309,The Temple Of The King,Rainbow,spotify:track:6Z435tBPT5JamUR9dN7y8y,0.486,0.487,-11.633,0.0341,0.445,1.44e-05,0.373,81.972
1310,Turn The Page,Metallica,spotify:track:0qBvoubmrmKDsknLBbOtUg,0.422,0.818,-3.941,0.0319,1.64e-05,0.0137,0.228,149.045
1311,Unbreakable,Stratovarius,spotify:track:1lLhZ1NFcP1A6KSBJQlDan,0.465,0.958,-4.247,0.0418,0.000156,0.000111,0.615,141.214
1312,We Are The Champions - Remastered 2011,Queen,spotify:track:1lCRw5FEZ1gPDNPzy1K4zW,0.268,0.459,-6.94,0.0346,0.378,0.0,0.175,64.177
1313,Black Hole Sun,Soundgarden,spotify:track:3ztCt91U2wGkDZuzbCwH6H,0.351,0.822,-5.337,0.0408,0.000185,0.000117,0.158,105.503
1314,Toxicity,System Of A Down,spotify:track:7MeXwzhSDGfqNfuFANgzVC,0.407,0.876,-4.145,0.0529,0.000254,0.00265,0.521,116.335
1315,Stand by Me,Ben E. King,spotify:track:3SdTKo2uVsxFblQjpScoHy,0.65,0.306,-9.443,0.0393,0.57,7.07e-06,0.605,118.068
1316,(Oh) Pretty Woman - 2015 Remaster,Van Halen,spotify:track:7ptv3yXdBWwzO7rVA62rwy,0.441,0.97,-2.1,0.0708,0.192,1.68e-06,0.5,128.289
1317,Creep,Radiohead,spotify:track:6b2oQwSGFkzsMtQruIWm2p,0.515,0.43,-9.935,0.0369,0.0102,0.000141,0.104,91.841
1318,Last Kiss,Pearl Jam,spotify:track:0m2SHDayflM5ntMdzKLaxH,0.619,0.722,-6.414,0.0275,0.416,0.000183,0.793,112.064
1319,Can't Help Falling in Love,Elvis Presley,spotify:track:5l5oJ7rf3ZODYsrAS1hah4,0.395,0.307,-13.508,0.0277,0.938,9.87e-05,0.341,100.011
1320,The Happiest Days of Our Lives,Pink Floyd,spotify:track:2O3l4X1yTua8oMMCtazkyo,0.741,0.231,-18.91,0.0415,0.551,0.747,0.547,103.994
1321,Breathe (In the Air),Pink Floyd,spotify:track:2ctvdKmETyOzPb2GiJJT53,0.431,0.375,-15.142,0.0347,0.391,0.721,0.258,128.153
1322,Have a Cigar,Pink Floyd,spotify:track:3CmHvyZQQAGkKkTjTBFWN6,0.454,0.65,-10.191,0.0437,0.407,0.0498,0.72,120.154
1323,High Hopes,Pink Floyd,spotify:track:5a4MgIUSf9K8wXLSm6xPEx,0.52,0.411,-12.536,0.025,0.202,0.153,0.28,75.235
1324,Mother,Pink Floyd,spotify:track:1GEOSS415bZVHNuXWlCT6b,0.578,0.15,-17.335,0.0334,0.243,0.00707,0.121,135.331
1325,Run Like Hell,Pink Floyd,spotify:track:0EaLRxrtnq7Mqhdf8q9txr,0.716,0.499,-15.457,0.0354,0.0235,0.449,0.42,116.974
1326,Young Lust,Pink Floyd,spotify:track:3xGJuHvSxFJxxYlHj5BIoT,0.615,0.55,-13.858,0.0349,0.0546,0.191,0.549,95.485
1327,"Broken, Beat & Scarred",Metallica,spotify:track:2rZY0HzYBb65JUf79jcfqy,0.321,0.974,-2.792,0.0789,5.55e-05,0.0154,0.519,121.567
1328,Sabbra Cadabra,Black Sabbath,spotify:track:6ZF80y1S2RBycHkhY1gzcf,0.276,0.622,-13.08,0.0461,0.0284,0.133,0.784,81.143
1329,Hollow,Pantera,spotify:track:1lM1ZHTvfKi5CMRjsZ4Sg9,0.273,0.688,-10.883,0.0326,9.48e-05,0.0504,0.347,100.077
1330,The Kids Aren't Alright,The Offspring,spotify:track:01a0J96fRD91VnjQQUCqMK,0.527,0.941,-4.213,0.0377,0.00594,2.89e-05,0.793,99.636
1331,"You're Gonna Go Far, Kid",The Offspring,spotify:track:2G8IHtLBcgu2GXTwq0iB4Y,0.55,0.913,-3.104,0.0661,0.00564,0.0,0.581,126.106
1332,Pretty Fly (For A White Guy),The Offspring,spotify:track:51T1wGHtx6hXW89UCzw1Rc,0.722,0.895,-3.684,0.118,0.101,1.27e-06,0.963,143.383
1333,Under the Bridge,Red Hot Chili Peppers,spotify:track:3d9DChrdc6BOeFsbrZ3Is0,0.559,0.345,-13.496,0.0459,0.0576,0.000105,0.458,84.581
1334,Nothing Else Matters,Metallica,spotify:track:1znPMY3zq78mVuTAmOA9O7,0.553,0.362,-11.218,0.0263,0.0458,6.01e-06,0.158,142.352
1335,Master Of Puppets,Metallica,spotify:track:6kRz6Juetg9FgBm7PB1jDl,0.534,0.749,-12.691,0.0346,0.00143,0.221,0.595,105.293
1336,The Unforgiven,Metallica,spotify:track:0BAjUM6V9P9g8rK83hVUTJ,0.54,0.584,-9.579,0.0254,0.0108,0.00296,0.244,139.261
1337,Would?,Alice In Chains,spotify:track:5sFDReWLrZHLFZFjHsjUTS,0.305,0.832,-7.981,0.0398,0.000332,2.4e-05,0.585,100.677
1338,Killing In The Name,Rage Against The Machine,spotify:track:59WN2psjkt1tyaxjspN8fp,0.466,0.833,-4.215,0.304,0.0266,0.0,0.661,88.785
1339,The Scientist,Coldplay,spotify:track:75JFxkI2RXiU7L9VXzMkle,0.557,0.442,-7.224,0.0243,0.731,1.46e-05,0.213,146.277
1340,Still Loving You,Scorpions,spotify:track:0RdUX4WE0fO30VnlUbDVL6,0.282,0.605,-4.916,0.0294,0.0047,0.00144,0.0783,103.929
1341,The Sound of Silence,Disturbed,spotify:track:0eZBeB2xFIS65jQHerispi,0.322,0.28,-9.367,0.0281,0.468,1.1e-06,0.175,85.794
1342,Wicked Game,Chris Isaak,spotify:track:390AWnOn2rfe9FzQjYmxIH,0.667,0.548,-7.802,0.0262,0.744,0.0122,0.29,112.549
1343,Come Together - Remastered,The Beatles,spotify:track:0MKqeOVdZcUFGJvWpGCKbG,0.533,0.376,-11.913,0.0393,0.0302,0.248,0.187,165.007
1344,Am I Evil? - Remastered 2011,Diamond Head,spotify:track:2t7NA8kozBWN7UunCG5bJG,0.216,0.952,-7.481,0.338,0.000273,0.00012,0.453,192.612
1345,Long Cool Woman (In a Black Dress) - 1999 Remaster,The Hollies,spotify:track:4OTw5splgMdlYklwHMHxLK,0.757,0.868,-9.326,0.062,0.411,0.00221,0.815,138.923
1346,Bad Company,Five Finger Death Punch,spotify:track:6nULLS7CipGMSzgQDxDpd1,0.557,0.886,-4.196,0.0498,0.000595,9.84e-05,0.17,114.025
1347,Jerry Was A Race Car Driver,Primus,spotify:track:6eksnQsyuCDmSEd9LyXLgA,0.508,0.887,-12.377,0.0661,0.0099,0.392,0.724,122.655
1348,All Along the Watchtower,Jimi Hendrix,spotify:track:2aoo2jlRnM3A0NyLQqMN2f,0.438,0.805,-6.237,0.0624,0.00255,5.69e-05,0.564,113.253
1349,American Idiot,Green Day,spotify:track:6nTiIhLmQ3FWhvrGafw2zj,0.38,0.988,-2.042,0.0639,2.64e-05,7.86e-05,0.769,186.113
1350,Are You Gonna Be My Girl,Jet,spotify:track:305WCRhhS10XUcH6AEwZk6,0.613,0.953,-3.435,0.0855,0.00148,0.000582,0.537,105.046
1351,Black Betty,Ram Jam,spotify:track:0MnI39P9Dze0PSUjetb8Va,0.486,0.731,-8.789,0.0924,0.00108,0.0011,0.831,117.022
1352,Born To Be Wild,Steppenwolf,spotify:track:1nzcKrYRTWZJEwWzyAU8XM,0.488,0.782,-8.866,0.0691,0.205,0.666,0.591,146.023
1353,Burn It to the Ground,Nickelback,spotify:track:1jq28NGw6wdtFKx8MBPy6C,0.617,0.922,-3.474,0.0744,0.000247,0.388,0.6,132.059
1354,Come As You Are,Nirvana,spotify:track:4P5KoWXOxwuobLmHXLMobV,0.5,0.824,-5.846,0.0388,0.00016,0.00161,0.539,120.125
1355,Cum on Feel the Noize,Quiet Riot,spotify:track:6FBmHx1FuaSnTnnnaThgbF,0.441,0.908,-4.627,0.115,0.000183,0.00328,0.632,145.439
1356,Dr. Feelgood,Mötley Crüe,spotify:track:745PEogChr9LC3ctmXeijC,0.535,0.968,-3.952,0.0658,0.000894,0.0127,0.384,110.964
1357,Dream On,Aerosmith,spotify:track:5MxNLUsfh7uzROypsoO5qe,0.307,0.433,-10.057,0.029,0.388,9.08e-05,0.224,160.9
1358,Fight for All the Wrong Reasons,Nickelback,spotify:track:0A3ePIlqgEXdXmHjEW2ztV,0.454,0.922,-4.499,0.0402,4.48e-05,0.000664,0.755,169.824
1359,Free Bird,Lynyrd Skynyrd,spotify:track:5EWPGh7jbTNO2wakv8LjUI,0.249,0.834,-8.21,0.0577,0.0738,9.48e-05,0.338,118.223
1360,Free Fallin',Tom Petty,spotify:track:5tVA6TkbaAH9QMITTQRrNv,0.623,0.449,-13.333,0.0253,0.212,0.0,0.572,84.383
1361,How You Remind Me,Nickelback,spotify:track:0gmbgwZ8iqyMPmXefof8Yf,0.446,0.764,-5.042,0.033,0.00135,0.0,0.543,172.094
1362,Kryptonite,3 Doors Down,spotify:track:6ZOBP3NvffbU4SZcrnt1k6,0.545,0.865,-5.708,0.0286,0.00664,1.1e-05,0.543,99.009
1363,Last Resort,Papa Roach,spotify:track:5eek2X5459T1HoYJk2CKXv,0.581,0.887,-3.659,0.0624,0.000504,0.00111,0.724,90.578
1364,Let's Get It On,Marvin Gaye,spotify:track:0jHkgTtTaqg5LNCiYDQPUB,0.55,0.611,-10.657,0.0443,0.0392,0.0,0.626,168.512
1365,Life in the Fast Lane - 2013 Remaster,Eagles,spotify:track:6gXrEUzibufX9xYPk3HD5p,0.667,0.755,-7.246,0.069,0.0966,6.94e-05,0.883,109.535
1366,"Paint It, Black",The Rolling Stones,spotify:track:63T7DJ1AFDD6Bn8VzG6JE8,0.464,0.795,-9.267,0.0926,0.0493,0.00244,0.612,158.691
1367,Rock And Roll All Nite,KISS,spotify:track:4bYJKHG6KLdGzHQRJMaFc8,0.581,0.831,-8.045,0.107,0.0458,0.0,0.885,144.684
1368,S.E.X.,Nickelback,spotify:track:56h3v9zaotemQ0NB21dlkg,0.55,0.914,-2.831,0.0425,3.53e-05,0.322,0.825,134.958
1369,Sharp Dressed Man - 2008 Remaster,ZZ Top,spotify:track:1UBQ5GK8JaQjm5VbkBZY66,0.601,0.859,-5.263,0.0276,0.000359,0.00124,0.446,125.145
1370,She Will Be Loved,Maroon 5,spotify:track:7sapKrjDij2fpDVj0GxP66,0.706,0.713,-5.512,0.0301,0.0596,0.0,0.544,102.037
1371,Should I Stay or Should I Go - Remastered,The Clash,spotify:track:39shmbIHICJ2Wxnk1fPSdz,0.742,0.833,-6.463,0.115,0.079,0.0,0.816,113.375
1372,Smells Like Teen Spirit,Nirvana,spotify:track:5ghIJDpPoe3CfHMGu71E6T,0.502,0.912,-4.556,0.0564,2.55e-05,0.000173,0.72,116.761
1373,Walkin' On The Sun,Smash Mouth,spotify:track:2JAf4C2jcUAGixxywJEUvm,0.734,0.977,-4.756,0.0319,0.498,0.0,0.967,123.284
1374,We Will Rock You - Remastered,Queen,spotify:track:54flyrjcdnQdco7300avMJ,0.693,0.497,-7.316,0.119,0.679,0.0,0.473,81.308
1375,Your Love,The Outfield,spotify:track:5dRQUolXAVX3BbCiIxmSsf,0.555,0.757,-7.868,0.0601,0.103,1.16e-06,0.582,129.607
1376,Sweet Emotion,Aerosmith,spotify:track:1jydUtnJfuY7cDHgPsKiDb,0.366,0.885,-5.915,0.0473,0.000876,0.0449,0.385,99.489
1377,Barracuda,Heart,spotify:track:4f2QcB0RYGz70dXGjvpR0w,0.538,0.908,-6.277,0.0435,0.00293,0.124,0.665,137.416
1378,Black Betty,Ram Jam,spotify:track:2ZOTtG7v1OrSNs6EINIGb4,0.465,0.865,-9.573,0.098,0.018,0.00135,0.677,117.528
1379,Come Together - Remastered 2009,The Beatles,spotify:track:2EqlS6tkEnglzr7tkKAAYD,0.533,0.376,-11.913,0.0393,0.0302,0.248,0.187,165.007
1380,Tom Sawyer,Rush,spotify:track:3QZ7uX97s82HFYSmQUAN1D,0.536,0.901,-7.211,0.0374,0.00145,0.0186,0.666,87.559
1381,Pride and Joy,Stevie Ray Vaughan,spotify:track:7qsjr6qMXd35OwkIJD2Xqt,0.428,0.688,-9.718,0.0359,0.0295,0.0077,0.745,126.823
1382,Live And Let Die,Wings,spotify:track:7s7crQU7DqQjX2crFh4JsK,0.444,0.556,-8.583,0.0678,0.167,0.00172,0.235,123.966
1383,Eye of the Tiger,Survivor,spotify:track:6wMI3mVQJYtZ0tJPtPkKXq,0.815,0.438,-14.522,0.0346,0.216,0.000466,0.552,108.965
1384,Comfortably Numb - 2011 Remastered Version,Pink Floyd,spotify:track:6Rcv8LeOnK2i2MZ19n2fl4,0.472,0.366,-12.595,0.0286,0.15,0.308,0.171,127.167
1385,"Burning Heart - From ""Rocky IV"" Soundtrack",Survivor,spotify:track:2hjQWuAy9fsSykGerWU8Wi,0.653,0.635,-8.944,0.0284,0.287,1.69e-05,0.643,98.142
1386,Alien Nation,Scorpions,spotify:track:54Mdin4AXwSEJcxu0zHchl,0.458,0.957,-3.82,0.0569,7.9e-05,0.879,0.325,97.919
1387,Under The Same Sun,Scorpions,spotify:track:6hUsqGsn3I5GxfPZhqgP8W,0.379,0.836,-6.215,0.0967,0.0139,2.9e-05,0.335,150.284
1388,Cherry Pie,Warrant,spotify:track:34Csit5PJKIDEHat3Q8K5A,0.472,0.946,-4.591,0.145,0.0372,0.0,0.486,177.489
1389,No One Fits Me [Better Than You],Airbourne,spotify:track:38smh5yPygz4UN9fKGfVjP,0.618,0.972,-2.358,0.0945,0.0275,0.0156,0.639,136.036
1390,Firepower,Airbourne,spotify:track:5eoPZpUrn8zrntA78DVesa,0.533,0.991,-2.52,0.117,0.00062,0.751,0.361,147.01
1391,Don't Cry,Guns N' Roses,spotify:track:4rRnjNsTaBoMf4sOcTkhEY,0.43,0.627,-8.237,0.0318,0.000369,0.0601,0.239,124.609
1392,Estranged,Guns N' Roses,spotify:track:6BOpSVtTxkK4zeXTOadUBH,0.362,0.775,-8.293,0.034,0.0121,0.376,0.168,89.165
1393,Detroit Rock City,Ronni Le Tekrø & Tony Harnell,spotify:track:1C1THEkgWvxQbfzsujSVL8,0.478,0.977,-4.106,0.0901,0.000964,0.00778,0.503,89.381
1394,Pink,Aerosmith,spotify:track:74uGhWp4BYpjFj1V2DzgoO,0.432,0.751,-5.124,0.0423,0.0134,4.58e-06,0.776,171.85
1395,Turbo Lover,Judas Priest,spotify:track:6c0OdfIJ9hn0IsS4JGycQV,0.466,0.907,-5.905,0.0724,0.0353,2.69e-05,0.608,151.966
1396,Electric Eye,Judas Priest,spotify:track:3kubJ2b1Rad7NXZtnZAZmO,0.431,0.947,-6.011,0.0752,0.000779,0.000253,0.365,96.539
1398,Slow Ride,Foghat,spotify:track:5aYVqxyetmT5OYmvZCA90X,0.449,0.642,-10.527,0.0487,0.00608,0.00707,0.586,113.638
1399,Metal Health (Bang Your Head),Quiet Riot,spotify:track:5xpyX5m0fivzAred2yI8og,0.592,0.909,-6.288,0.055,0.000726,0.000398,0.517,123.086
1400,You've Got Another Thing Coming,Judas Priest,spotify:track:2oCtKhTsYRh1S9lbzvyxoQ,0.516,0.805,-7.629,0.0474,0.00426,6.58e-06,0.516,138.206
1401,Song 2,Blur,spotify:track:4F64QXRV1EGHSm5jIeMmcQ,0.658,0.726,-7.51,0.0856,0.00211,0.00229,0.874,129.715
1402,Money For Nothing,Dire Straits,spotify:track:4WfGrAJVC3A5xhUTja0gUG,0.666,0.667,-9.305,0.0371,0.043,0.0005,0.679,134.219
1404,Godzilla,Blue Öyster Cult,spotify:track:7di8ToervYD0T8PY9cU3jq,0.41,0.798,-8.181,0.0582,0.222,6.06e-06,0.705,184.474
1405,Lithium,Nirvana,spotify:track:1XFjh9dU020bEzMCWEhor2,0.686,0.607,-8.964,0.0368,0.000194,0.0,0.436,123.258
1406,Fear of the Dark - Live '01,Iron Maiden,spotify:track:2FUJZ1HMAvXgGkEiqd9qa5,0.145,0.961,-5.966,0.207,0.00454,0.0392,0.141,94.898
